,Rank_Times,RankO,Master_col,Name_Times,Ranking_Agency_Times,Year,Region_Times,No..of.FTE.Students,No..of.students.per.staff,International.Students,Female_Ratio,Male_Ratio,Overall_Times,Teaching,Research,Citations,Industry.Income,International.Outlook,Name_QS,Ranking_Agency_QS,Region_QS,Rank_QS,Classification_Size,Classification_Focus,Classification_Res,Classification_Age,Academic_Reputation_Score,Academic_Reputation_rank,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Employer_Reputation_rank,Faculty_Student_Score,Faculty_Student_Rank,Faculty_Student_rank,Citations_per_Faculty_Score,Citations_per_Faculty_rank,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_rank,International_Faculty_Rank,International_Students_Score,International_Students_rank,International_Students_Rank,Overall_QS,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
988,NA,NA,Middle Tennessee State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Middle Tennessee State Univ.,,public,NA,,2.2,NA,76%,53%,44%,NA,38%,80,NA,46%,7%,NA,,NA,20,26,,94%,,3%
989,NA,NA,Misericordia University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,192,USNews,Misericordia University ,PA,private,38,38,1.9,127,83%,58%,69%,11,61%,204,160,51%,0%,11,11 to 1,265,1040,1200,20%,83%,244,12%
990,NA,NA,Mississippi College,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Mississippi College,,private,NA,,2,NA,79%,69%,53%,NA,33%,303,NA,59%,3%,NA,,NA,21,28,33%,38%,,5%
991,NA,NA,Missouri State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Missouri State University,,public,NA,,2.4,NA,78%,60%,54%,NA,45%,75,NA,26%,13%,NA,,NA,21,26,22%,85%,,5%
992,NA,NA,Montclair State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,USNews,Montclair State University ,NJ,public,41,41,2.2,167,82%,48%,71%,23,69%,23,194,37%,2%,17,17 to 1,356,990,1170,11%,71%,303,3%
993,NA,NA,Morgan State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Morgan State University ,MD,public,NA,,2.2,NA,74%,42%,39%,NA,35%,108,NA,46%,2%,NA,,NA,920,1080,7%,66%,,16%
994,NA,NA,National Louis University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,National Louis University ,IL,private,NA,,1.9,NA,65%,46%,40%,NA,,328,NA,70%,0%,NA,,NA,15,18,,86%,,
995,NA,NA,North Carolina Agricultural and Technical State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,281,USNews,North Carolina A&T State Univ.,,public,27,27,2.2,307,77%,44%,53%,9,48%,66,309,25%,7%,18,18 to 1,349,950,1110,12%,61%,303,9%
996,NA,NA,North Dakota State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,281,USNews,North Dakota State University,,public,27,27,2.5,242,79%,67%,58%,-9,50%,354,335,33%,24%,17,17 to 1,279,21,26,16%,93%,174,5%
997,NA,NA,Northern Illinois University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Northern Illinois University,,public,NA,,2.4,NA,73%,50%,46%,NA,32%,200,NA,49%,8%,NA,,NA,940,1170,12%,54%,,4%
998,NA,NA,Northern Kentucky University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Northern Kentucky University,,public,NA,,2.2,NA,71%,50%,44%,NA,33%,354,NA,38%,4%,NA,,NA,20,26,12%,89%,,4%
999,NA,NA,Oklahoma City University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,240,USNews,Oklahoma City University,,private,32,32,2.1,203,82%,70%,63%,-7,60%,186,169,71%,1%,10,10 to 1,204,23,29,31%,76%,200,4%
1000,NA,NA,Our Lady of the Lake University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Our Lady of the Lake University ,TX,private,NA,,1.8,NA,61%,38%,37%,NA,34%,49,NA,58%,0%,NA,,NA,910,1080,14%,93%,,12%
1001,NA,NA,Pace University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,USNews,Pace University ,NY,private,36,36,2.5,247,79%,59%,56%,-3,53%,34,120,51%,3%,14,14 to 1,234,1060,1220,15%,76%,183,4%
1002,NA,NA,Pacific University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,185,USNews,Pacific University ,OR,private,39,39,2.4,187,79%,62%,65%,3,52%,186,120,58%,3%,11,11 to 1,215,1060,1250,,85%,164,8%
1003,NA,NA,Palm Beach Atlantic University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Palm Beach Atlantic University ,FL,private,NA,,1.7,NA,75%,58%,54%,NA,45%,165,NA,63%,1%,NA,,NA,1000,1220,16%,95%,,2%
1004,NA,NA,Pepperdine University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,USNews,Pepperdine University ,CA,private,63,63,3.4,52,91%,80%,83%,3,84%,96,36,70%,3%,14,14 to 1,65,1220,1420,57%,36%,65,9%
1005,NA,NA,Quinnipiac University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,153,USNews,Quinnipiac University ,CT,private,43,43,2.6,98,87%,69%,77%,8,73%,348,169,45%,2%,14,14 to 1,184,1090,1260,20%,72%,183,4%
1006,NA,NA,Regent University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,281,USNews,Regent University ,VA,private,27,27,1.8,283,78%,49%,58%,9,50%,49,169,61%,2%,19,19 to 1,364,950,1170,11%,84%,303,2%
1007,NA,NA,Regis University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,USNews,Regis University ,CO,private,36,36,2.2,154,80%,64%,68%,4,67%,113,194,59%,0%,14,14 to 1,204,1050,1230,25%,60%,276,4%
1008,NA,NA,Robert Morris University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,USNews,Robert Morris University ,PA,private,36,36,2.2,203,82%,57%,64%,7,54%,159,95,40%,4%,15,15 to 1,265,1030,1200,15%,85%,244,7%
1009,NA,NA,Roosevelt University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Roosevelt University ,IL,private,NA,,2.2,NA,67%,46%,39%,NA,33%,165,NA,65%,2%,NA,,NA,1010,1180,,65%,,4%
1010,NA,NA,Rowan University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,USNews,Rowan University ,NJ,public,41,41,2.4,141,85%,59%,72%,13,61%,204,210,39%,1%,17,17 to 1,256,1005,1225,,73%,183,3%
1011,NA,NA,Rutgers University - Camden ,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,USNews,Rutgers University � Camden ,NJ,public,41,41,2.7,209,86%,52%,58%,6,52%,62,95,42%,8%,15,15 to 1,323,1000,1180,15%,71%,117,4%
1012,NA,NA,Sacred Heart University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,218,USNews,Sacred Heart University ,CT,private,34,34,2.4,167,83%,66%,70%,4,60%,335,290,37%,1%,13,13 to 1,307,1100,1240,11%,60%,211,9%
1013,NA,NA,Saint Louis University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,USNews,Saint Louis University,,private,52,52,3,103,90%,76%,78%,2,66%,297,95,47%,9%,9,9 to 1,74,25,31,48%,58%,83,10%
1014,NA,NA,Sam Houston State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,281,USNews,Sam Houston State University ,TX,public,27,27,2.2,278,78%,47%,53%,6,48%,84,320,27%,13%,24,24 to 1,323,1000,1140,19%,79%,365,7%
1015,NA,NA,Samford University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,147,USNews,Samford University ,AL,private,44,44,2.6,103,89%,79%,76%,-3,65%,360,64,63%,4%,13,13 to 1,139,23,29,33%,82%,174,8%
1016,NA,NA,Santa Clara University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,USNews,Santa Clara University ,CA,private,62,62,3.1,33,95%,80%,91%,11,88%,315,58,46%,1%,11,11 to 1,65,1270,1440,49%,50%,76,19%
1017,NA,NA,Seattle Pacific University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,192,USNews,Seattle Pacific University,,private,38,38,2.4,150,82%,61%,68%,7,59%,176,227,54%,3%,13,13 to 1,295,1030,1240,1%,90%,200,4%
1018,NA,NA,Seattle University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,139,USNews,Seattle University,,private,45,45,2.6,107,85%,71%,73%,2,67%,303,136,62%,1%,11,11 to 1,134,1130,1320,27%,76%,123,6%
1019,NA,NA,Seton Hall University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,139,USNews,Seton Hall University ,NJ,private,45,45,3,161,84%,68%,70%,2,63%,147,182,46%,2%,13,13 to 1,139,1150,1310,29%,70%,148,9%
1020,NA,NA,Shenandoah University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,263,USNews,Shenandoah University ,VA,private,29,29,1.9,219,81%,59%,58%,-1,46%,335,120,66%,2%,10,10 to 1,288,980,1190,25%,70%,183,5%
1021,NA,NA,Simmons University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,125,USNews,Simmons University ,MA,private,48,48,2.4,117,83%,69%,80%,11,75%,70,227,69%,2%,11,11 to 1,143,1130,1300,29%,70%,83,13%
1022,NA,NA,South Dakota State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,272,USNews,South Dakota State University,,public,28,28,2.5,247,77%,62%,57%,-5,47%,241,357,32%,18%,17,17 to 1,215,20,26,16%,92%,219,7%
1023,NA,NA,Southern Illinois University--Carbondale,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,254,USNews,Southern Illinois University--Carbondale,,public,30,30,2.4,347,68%,51%,41%,-10,29%,270,95,60%,6%,13,13 to 1,163,1020,1300,15%,72%,55,4%
1024,NA,NA,Southern Illinois University Edwardsville,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Southern Illinois University--Edwardsville,,public,NA,,2.1,NA,74%,58%,47%,NA,37%,315,NA,48%,8%,NA,,NA,21,27,19%,87%,,3%
1025,NA,NA,Spalding University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Spalding University ,KY,private,NA,,1.8,NA,72%,43%,45%,NA,,270,NA,,,NA,,NA,18,23,,59%,,
1026,NA,NA,St. Catherine University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,228,USNews,St. Catherine University ,MN,private,33,33,2.1,195,82%,63%,60%,-3,58%,27,290,58%,2%,11,11 to 1,234,20,26,24%,70%,244,12%
1027,NA,NA,St. John Fisher College,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,166,USNews,St. John Fisher College ,NY,private,41,41,2.1,127,86%,63%,73%,10,67%,125,136,44%,1%,12,12 to 1,204,1080,1250,24%,64%,244,8%
1028,NA,NA,St. John's University (NY),NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,179,USNews,St. John's University ,NY,private,40,40,2.8,209,83%,60%,61%,1,58%,39,182,32%,5%,17,17 to 1,190,1070,1270,21%,73%,244,4%
1029,NA,NA,Stephen F. Austin State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Stephen F. Austin State University ,TX,public,NA,,2.3,NA,71%,50%,43%,NA,,125,NA,30%,9%,NA,,NA,990,1180,13%,65%,,3%
1030,NA,NA,SUNY College of Environmental Science and Forestry,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,121,USNews,SUNY Col. of Envir. Sci. and Forestry,,public,49,49,2.6,112,82%,73%,77%,4,73%,176,110,44%,10%,13,13 to 1,143,1120,1310,25%,61%,83,18%
1031,NA,NA,Tennessee State University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Tennessee State University,,public,NA,,2.1,NA,52%,41%,30%,NA,29%,186,NA,60%,2%,NA,,NA,17,21,,52%,,
1032,NA,NA,Tennessee Tech University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,272,USNews,Tennessee Technological Univ.,,public,28,28,2.2,273,77%,58%,55%,-3,47%,186,194,47%,10%,18,18 to 1,173,21,27,27%,76%,322,6%
1033,NA,NA,Texas A&M University--Kingsville,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Texas A&M Univ.--Kingsville,,public,NA,,2.1,NA,69%,34%,37%,NA,31%,165,NA,31%,5%,NA,,NA,940,1130,14%,89%,,1%
1034,NA,NA,Texas A&M University--Commerce,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Texas A&M University--Commerce,,public,NA,,2.2,NA,68%,44%,43%,NA,34%,165,NA,34%,5%,NA,,NA,960,1140,16%,34%,,3%
1035,NA,NA,Texas A&M University--Corpus Christi,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Texas A&M University--Corpus Christi,,public,NA,,2.2,NA,58%,44%,37%,NA,30%,241,NA,27%,16%,NA,,NA,980,1160,14%,87%,,4%
1036,NA,NA,Texas Christian University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,USNews,Texas Christian University,,private,52,52,2.9,78,91%,80%,83%,3,76%,370,85,44%,5%,13,13 to 1,83,26,30,50%,41%,148,18%
1037,NA,NA,Texas Southern University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Texas Southern University,,public,NA,,2.1,NA,52%,30%,21%,NA,21%,204,NA,34%,13%,NA,,NA,830,990,4%,57%,,3%
1038,NA,NA,Texas Wesleyan University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Texas Wesleyan University,,private,NA,,2.1,NA,52%,48%,38%,NA,38%,159,NA,71%,0%,NA,,NA,975,1090,10%,36%,,7%
1039,NA,NA,Texas Woman's University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Texas Woman's University,,public,NA,,2.3,NA,77%,44%,43%,NA,36%,200,NA,30%,11%,NA,,NA,970,1160,18%,87%,,2%
1040,NA,NA,The Catholic University of America,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,139,USNews,The Catholic University of America ,DC,private,45,45,2.8,127,86%,74%,75%,1,70%,370,160,60%,4%,7,7 to 1,159,1140,1320,,84%,83,10%
1041,NA,NA,The Sage Colleges ,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,228,USNews,The Sage Colleges ,NY,private,33,33,2.1,219,78%,49%,62%,13,59%,24,280,53%,0%,12,12 to 1,373,940,1140,11%,93%,254,8%
1042,NA,NA,Thomas Jefferson University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,153,USNews,Thomas Jefferson University ,PA,private,43,43,2.4,187,83%,64%,64%,NA,53%,147,120,65%,4%,13,13 to 1,204,1060,1240,25%,58%,21,3%
1043,NA,NA,Touro University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Touro College ,NY,private,NA,,1.8,NA,71%,61%,45%,NA,33%,200,NA,86%,1%,NA,,NA,1085,1350,,71%,,
1044,NA,NA,Towson University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,197,USNews,Towson University ,MD,public,37,37,2.5,127,85%,61%,73%,12,72%,186,328,28%,3%,17,17 to 1,256,1060,1200,14%,79%,359,4%
1045,NA,NA,Trevecca Nazarene University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Trevecca Nazarene University ,TN,private,NA,,1.7,NA,78%,56%,55%,NA,49%,147,NA,56%,6%,NA,,NA,19,25,22%,64%,,5%
1046,NA,NA,Trinity International University,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293-381,USNews,Trinity International University ,IL,private,NA,,1.8,NA,64%,51%,46%,NA,43%,125,NA,83%,0%,NA,,NA,20,27,,75%,,
